asset_id,organization_id,asset_identifier,asset_name,asset_type,criticality,environment,location,status
AST19532,ORG00501,SRV-19532,Cloud Instance 19532,Cloud Instance,High,Production,Mumbai DC,Active
AST19533,ORG00376,SRV-19533,Database 19533,Database,High,Staging,Delhi DC,Active
AST19534,ORG00557,SRV-19534,Server 19534,Server,High,Production,Hyderabad DC,Active
AST19535,ORG00321,SRV-19535,Database 19535,Database,Medium,Production,Hyderabad DC,Active
AST19536,ORG00637,SRV-19536,Firewall 19536,Firewall,Medium,Development,Pune DC,Active
AST19537,ORG00084,SRV-19537,Workstation 19537,Workstation,Medium,Development,Delhi DC,Active
AST19538,ORG00310,SRV-19538,Server 19538,Server,Medium,Staging,Hyderabad DC,Active
AST19539,ORG00762,SRV-19539,Application 19539,Application,High,Staging,Hyderabad DC,Active
AST19540,ORG00697,SRV-19540,Cloud Instance 19540,Cloud Instance,Low,Production,Bengaluru DC,Active
AST19541,ORG00986,SRV-19541,Cloud Instance 19541,Cloud Instance,Critical,Staging,Delhi DC,Active
AST19542,ORG00318,SRV-19542,Database 19542,Database,Medium,Production,Bengaluru DC,Active
AST19543,ORG00173,SRV-19543,Domain Controller 19543,Domain Controller,Critical,Production,Pune DC,Active
AST19544,ORG00734,SRV-19544,Application 19544,Application,Medium,Development,Pune DC,Active
AST19545,ORG00962,SRV-19545,Cloud Instance 19545,Cloud Instance,Critical,Production,Delhi DC,Active
AST19546,ORG00241,SRV-19546,Firewall 19546,Firewall,Medium,Staging,Hyderabad DC,Active
AST19547,ORG00367,SRV-19547,Database 19547,Database,Low,Staging,Delhi DC,Active
AST19548,ORG00357,SRV-19548,Cloud Instance 19548,Cloud Instance,Low,Staging,Delhi DC,Active
AST19549,ORG00106,SRV-19549,Network Device 19549,Network Device,High,Production,Mumbai DC,Active
AST19550,ORG00265,SRV-19550,Database 19550,Database,High,Production,Delhi DC,Active
AST19551,ORG00065,SRV-19551,Application 19551,Application,High,Staging,Pune DC,Active
AST19552,ORG00609,SRV-19552,Application 19552,Application,Critical,Staging,Delhi DC,Active
AST19553,ORG00362,SRV-19553,Network Device 19553,Network Device,Critical,Production,Bengaluru DC,Active
AST19554,ORG00357,SRV-19554,Application 19554,Application,Medium,Development,Pune DC,Active
AST19555,ORG00586,SRV-19555,Database 19555,Database,Critical,Development,Pune DC,Active
AST19556,ORG00814,SRV-19556,Application 19556,Application,High,Staging,Bengaluru DC,Active
AST19557,ORG00256,SRV-19557,Server 19557,Server,Medium,Production,Pune DC,Active
AST19558,ORG00690,SRV-19558,Network Device 19558,Network Device,Medium,Production,Mumbai DC,Active
AST19559,ORG00576,SRV-19559,Server 19559,Server,High,Staging,Hyderabad DC,Active
AST19560,ORG00560,SRV-19560,Application 19560,Application,High,Production,Hyderabad DC,Active
AST19561,ORG00046,SRV-19561,Firewall 19561,Firewall,Medium,Development,Bengaluru DC,Active
AST19562,ORG00367,SRV-19562,Server 19562,Server,Medium,Development,Bengaluru DC,Active
AST19563,ORG00991,SRV-19563,Domain Controller 19563,Domain Controller,Critical,Development,Pune DC,Active
AST19564,ORG00607,SRV-19564,Firewall 19564,Firewall,High,Development,Bengaluru DC,Active
AST19565,ORG00207,SRV-19565,Application 19565,Application,Medium,Production,Bengaluru DC,Active
AST19566,ORG00486,SRV-19566,Firewall 19566,Firewall,Critical,Staging,Bengaluru DC,Active
AST19567,ORG00049,SRV-19567,Workstation 19567,Workstation,Critical,Development,Pune DC,Active
AST19568,ORG00755,SRV-19568,Network Device 19568,Network Device,Medium,Staging,Bengaluru DC,Active
AST19569,ORG00193,SRV-19569,Network Device 19569,Network Device,High,Staging,Mumbai DC,Active
AST19570,ORG00827,SRV-19570,Domain Controller 19570,Domain Controller,Critical,Development,Bengaluru DC,Active
AST19571,ORG00611,SRV-19571,Application 19571,Application,Medium,Development,Mumbai DC,Active
AST19572,ORG00167,SRV-19572,Database 19572,Database,Critical,Development,Pune DC,Active
AST19573,ORG00215,SRV-19573,Cloud Instance 19573,Cloud Instance,Low,Production,Bengaluru DC,Active
AST19574,ORG00616,SRV-19574,Cloud Instance 19574,Cloud Instance,Critical,Production,Mumbai DC,Active
AST19575,ORG00760,SRV-19575,Firewall 19575,Firewall,Medium,Development,Pune DC,Inactive
AST19576,ORG00319,SRV-19576,Application 19576,Application,Low,Development,Delhi DC,Active
AST19577,ORG00859,SRV-19577,Firewall 19577,Firewall,Critical,Staging,Delhi DC,Active
AST19578,ORG00708,SRV-19578,Workstation 19578,Workstation,Medium,Staging,Mumbai DC,Active
AST19579,ORG00177,SRV-19579,Domain Controller 19579,Domain Controller,High,Staging,Hyderabad DC,Active
AST19580,ORG00012,SRV-19580,Application 19580,Application,Medium,Staging,Pune DC,Active
AST19581,ORG00317,SRV-19581,Application 19581,Application,Low,Production,Bengaluru DC,Active
AST19582,ORG00982,SRV-19582,Domain Controller 19582,Domain Controller,High,Development,Mumbai DC,Active
AST19583,ORG00130,SRV-19583,Firewall 19583,Firewall,Low,Development,Bengaluru DC,Active
AST19584,ORG00383,SRV-19584,Workstation 19584,Workstation,Critical,Staging,Hyderabad DC,Active
AST19585,ORG00894,SRV-19585,Network Device 19585,Network Device,Critical,Staging,Delhi DC,Active
AST19586,ORG00548,SRV-19586,Cloud Instance 19586,Cloud Instance,High,Production,Mumbai DC,Active
AST19587,ORG00853,SRV-19587,Domain Controller 19587,Domain Controller,Critical,Staging,Bengaluru DC,Active
AST19588,ORG00436,SRV-19588,Server 19588,Server,Critical,Development,Pune DC,Active
AST19589,ORG00964,SRV-19589,Cloud Instance 19589,Cloud Instance,Critical,Development,Hyderabad DC,Active
AST19590,ORG00177,SRV-19590,Firewall 19590,Firewall,High,Development,Bengaluru DC,Active
AST19591,ORG00998,SRV-19591,Server 19591,Server,Medium,Development,Hyderabad DC,Active
AST19592,ORG00484,SRV-19592,Server 19592,Server,Medium,Production,Pune DC,Active
AST19593,ORG00129,SRV-19593,Workstation 19593,Workstation,Medium,Production,Pune DC,Active
AST19594,ORG00838,SRV-19594,Server 19594,Server,Medium,Development,Pune DC,Active
AST19595,ORG00267,SRV-19595,Database 19595,Database,High,Production,Delhi DC,Active
AST19596,ORG00219,SRV-19596,Database 19596,Database,Medium,Staging,Pune DC,Active
AST19597,ORG00140,SRV-19597,Network Device 19597,Network Device,Medium,Staging,Bengaluru DC,Active
AST19598,ORG00824,SRV-19598,Application 19598,Application,Medium,Staging,Bengaluru DC,Maintenance
AST19599,ORG00865,SRV-19599,Workstation 19599,Workstation,Low,Staging,Bengaluru DC,Active
AST19600,ORG00850,SRV-19600,Network Device 19600,Network Device,High,Development,Mumbai DC,Active
AST19601,ORG00282,SRV-19601,Workstation 19601,Workstation,Critical,Production,Bengaluru DC,Active
AST19602,ORG00440,SRV-19602,Server 19602,Server,Medium,Development,Bengaluru DC,Active
AST19603,ORG00092,SRV-19603,Domain Controller 19603,Domain Controller,High,Staging,Bengaluru DC,Active
AST19604,ORG00304,SRV-19604,Workstation 19604,Workstation,High,Development,Bengaluru DC,Active
AST19605,ORG00614,SRV-19605,Cloud Instance 19605,Cloud Instance,Low,Staging,Delhi DC,Active
AST19606,ORG00814,SRV-19606,Database 19606,Database,Medium,Production,Pune DC,Active
AST19607,ORG00826,SRV-19607,Database 19607,Database,Low,Production,Mumbai DC,Active
AST19608,ORG00108,SRV-19608,Network Device 19608,Network Device,Low,Development,Hyderabad DC,Active
AST19609,ORG00679,SRV-19609,Cloud Instance 19609,Cloud Instance,High,Staging,Hyderabad DC,Active
AST19610,ORG00239,SRV-19610,Server 19610,Server,High,Staging,Hyderabad DC,Active
AST19611,ORG00604,SRV-19611,Network Device 19611,Network Device,High,Staging,Pune DC,Active
AST19612,ORG00754,SRV-19612,Firewall 19612,Firewall,High,Production,Hyderabad DC,Maintenance
AST19613,ORG00298,SRV-19613,Network Device 19613,Network Device,High,Staging,Delhi DC,Active
AST19614,ORG00813,SRV-19614,Domain Controller 19614,Domain Controller,Critical,Staging,Delhi DC,Active
AST19615,ORG00705,SRV-19615,Application 19615,Application,High,Staging,Delhi DC,Active
AST19616,ORG00444,SRV-19616,Domain Controller 19616,Domain Controller,High,Production,Bengaluru DC,Active
AST19617,ORG00275,SRV-19617,Cloud Instance 19617,Cloud Instance,High,Staging,Mumbai DC,Active
AST19618,ORG00898,SRV-19618,Firewall 19618,Firewall,High,Staging,Delhi DC,Active
AST19619,ORG00117,SRV-19619,Firewall 19619,Firewall,Critical,Production,Mumbai DC,Active
AST19620,ORG00350,SRV-19620,Application 19620,Application,Critical,Development,Delhi DC,Active
AST19621,ORG00488,SRV-19621,Database 19621,Database,Medium,Production,Delhi DC,Maintenance
AST19622,ORG00293,SRV-19622,Application 19622,Application,Medium,Staging,Pune DC,Active
AST19623,ORG00871,SRV-19623,Workstation 19623,Workstation,High,Development,Bengaluru DC,Active
AST19624,ORG00872,SRV-19624,Network Device 19624,Network Device,High,Staging,Mumbai DC,Active
AST19625,ORG00140,SRV-19625,Cloud Instance 19625,Cloud Instance,Low,Staging,Hyderabad DC,Active
AST19626,ORG00854,SRV-19626,Server 19626,Server,Low,Development,Pune DC,Active
AST19627,ORG00129,SRV-19627,Firewall 19627,Firewall,High,Development,Delhi DC,Maintenance
AST19628,ORG00221,SRV-19628,Server 19628,Server,Medium,Staging,Bengaluru DC,Active
AST19629,ORG00411,SRV-19629,Database 19629,Database,Critical,Staging,Delhi DC,Active
AST19630,ORG00966,SRV-19630,Server 19630,Server,High,Development,Pune DC,Active
AST19631,ORG00504,SRV-19631,Server 19631,Server,High,Development,Pune DC,Active
AST19632,ORG00997,SRV-19632,Network Device 19632,Network Device,Medium,Staging,Pune DC,Active
AST19633,ORG00923,SRV-19633,Domain Controller 19633,Domain Controller,High,Staging,Hyderabad DC,Active
AST19634,ORG00027,SRV-19634,Database 19634,Database,High,Production,Mumbai DC,Active
AST19635,ORG00673,SRV-19635,Domain Controller 19635,Domain Controller,High,Development,Hyderabad DC,Active
AST19636,ORG00797,SRV-19636,Domain Controller 19636,Domain Controller,Medium,Production,Pune DC,Active
AST19637,ORG00726,SRV-19637,Server 19637,Server,Medium,Production,Hyderabad DC,Active
AST19638,ORG00663,SRV-19638,Application 19638,Application,Medium,Development,Hyderabad DC,Maintenance
AST19639,ORG00118,SRV-19639,Domain Controller 19639,Domain Controller,Critical,Staging,Bengaluru DC,Active
AST19640,ORG00175,SRV-19640,Network Device 19640,Network Device,Medium,Staging,Mumbai DC,Active
AST19641,ORG00128,SRV-19641,Server 19641,Server,Medium,Development,Hyderabad DC,Active
AST19642,ORG00243,SRV-19642,Application 19642,Application,High,Development,Hyderabad DC,Active
AST19643,ORG00952,SRV-19643,Firewall 19643,Firewall,High,Development,Hyderabad DC,Active
AST19644,ORG00707,SRV-19644,Server 19644,Server,Critical,Production,Bengaluru DC,Active
AST19645,ORG00216,SRV-19645,Server 19645,Server,High,Production,Pune DC,Active
AST19646,ORG00405,SRV-19646,Domain Controller 19646,Domain Controller,Critical,Staging,Pune DC,Active
AST19647,ORG00514,SRV-19647,Domain Controller 19647,Domain Controller,Critical,Staging,Hyderabad DC,Active
AST19648,ORG00963,SRV-19648,Server 19648,Server,High,Staging,Mumbai DC,Active
AST19649,ORG00871,SRV-19649,Workstation 19649,Workstation,High,Staging,Pune DC,Active
AST19650,ORG00337,SRV-19650,Network Device 19650,Network Device,Medium,Production,Mumbai DC,Active
AST19651,ORG00663,SRV-19651,Firewall 19651,Firewall,Low,Production,Hyderabad DC,Active
AST19652,ORG00178,SRV-19652,Network Device 19652,Network Device,Critical,Production,Bengaluru DC,Inactive
AST19653,ORG00499,SRV-19653,Domain Controller 19653,Domain Controller,Critical,Staging,Delhi DC,Active
AST19654,ORG00427,SRV-19654,Application 19654,Application,Medium,Staging,Hyderabad DC,Active
AST19655,ORG00043,SRV-19655,Domain Controller 19655,Domain Controller,Low,Development,Pune DC,Active
AST19656,ORG00228,SRV-19656,Application 19656,Application,Medium,Development,Pune DC,Active
AST19657,ORG00101,SRV-19657,Cloud Instance 19657,Cloud Instance,Medium,Development,Mumbai DC,Active
AST19658,ORG00706,SRV-19658,Application 19658,Application,Critical,Staging,Bengaluru DC,Active
AST19659,ORG00842,SRV-19659,Cloud Instance 19659,Cloud Instance,Critical,Production,Mumbai DC,Inactive
AST19660,ORG00834,SRV-19660,Database 19660,Database,Low,Staging,Pune DC,Maintenance
AST19661,ORG00035,SRV-19661,Application 19661,Application,High,Staging,Mumbai DC,Inactive
AST19662,ORG00566,SRV-19662,Workstation 19662,Workstation,Critical,Staging,Pune DC,Active
AST19663,ORG00116,SRV-19663,Network Device 19663,Network Device,Medium,Development,Mumbai DC,Active
AST19664,ORG00343,SRV-19664,Application 19664,Application,Medium,Staging,Mumbai DC,Active
AST19665,ORG00771,SRV-19665,Domain Controller 19665,Domain Controller,High,Development,Mumbai DC,Active
AST19666,ORG00402,SRV-19666,Server 19666,Server,High,Development,Delhi DC,Maintenance
AST19667,ORG00048,SRV-19667,Database 19667,Database,Medium,Development,Mumbai DC,Active
AST19668,ORG00393,SRV-19668,Network Device 19668,Network Device,High,Staging,Hyderabad DC,Active
AST19669,ORG00383,SRV-19669,Firewall 19669,Firewall,Critical,Production,Bengaluru DC,Active
AST19670,ORG00460,SRV-19670,Network Device 19670,Network Device,High,Development,Bengaluru DC,Active
AST19671,ORG00992,SRV-19671,Database 19671,Database,Low,Staging,Pune DC,Active
AST19672,ORG00906,SRV-19672,Workstation 19672,Workstation,Low,Production,Pune DC,Active
AST19673,ORG00427,SRV-19673,Network Device 19673,Network Device,Medium,Production,Delhi DC,Active
AST19674,ORG00688,SRV-19674,Firewall 19674,Firewall,Medium,Production,Mumbai DC,Active
AST19675,ORG00564,SRV-19675,Application 19675,Application,Medium,Staging,Delhi DC,Active
AST19676,ORG00844,SRV-19676,Database 19676,Database,High,Staging,Mumbai DC,Active
AST19677,ORG00505,SRV-19677,Network Device 19677,Network Device,Medium,Staging,Pune DC,Active
AST19678,ORG00571,SRV-19678,Cloud Instance 19678,Cloud Instance,Medium,Development,Bengaluru DC,Active
AST19679,ORG00342,SRV-19679,Cloud Instance 19679,Cloud Instance,Medium,Development,Delhi DC,Active
AST19680,ORG00723,SRV-19680,Firewall 19680,Firewall,Medium,Staging,Hyderabad DC,Active
AST19681,ORG00478,SRV-19681,Cloud Instance 19681,Cloud Instance,Medium,Staging,Pune DC,Active
AST19682,ORG00891,SRV-19682,Network Device 19682,Network Device,High,Development,Mumbai DC,Active
AST19683,ORG00042,SRV-19683,Application 19683,Application,Medium,Staging,Bengaluru DC,Active
AST19684,ORG00361,SRV-19684,Network Device 19684,Network Device,High,Staging,Hyderabad DC,Active
AST19685,ORG00570,SRV-19685,Network Device 19685,Network Device,Critical,Staging,Delhi DC,Active
AST19686,ORG00394,SRV-19686,Workstation 19686,Workstation,Critical,Production,Bengaluru DC,Active
AST19687,ORG00660,SRV-19687,Domain Controller 19687,Domain Controller,Medium,Development,Mumbai DC,Active
AST19688,ORG00943,SRV-19688,Application 19688,Application,High,Development,Hyderabad DC,Active
AST19689,ORG00582,SRV-19689,Server 19689,Server,High,Staging,Pune DC,Active
AST19690,ORG00326,SRV-19690,Server 19690,Server,High,Production,Mumbai DC,Inactive
AST19691,ORG00867,SRV-19691,Firewall 19691,Firewall,Low,Production,Hyderabad DC,Active
AST19692,ORG00547,SRV-19692,Cloud Instance 19692,Cloud Instance,Low,Development,Bengaluru DC,Active
AST19693,ORG00406,SRV-19693,Application 19693,Application,Critical,Staging,Mumbai DC,Inactive
AST19694,ORG00095,SRV-19694,Application 19694,Application,High,Staging,Bengaluru DC,Active
AST19695,ORG00909,SRV-19695,Server 19695,Server,High,Development,Pune DC,Active
AST19696,ORG00763,SRV-19696,Workstation 19696,Workstation,Medium,Staging,Delhi DC,Active
AST19697,ORG00797,SRV-19697,Server 19697,Server,Medium,Staging,Pune DC,Active
AST19698,ORG00717,SRV-19698,Application 19698,Application,Medium,Staging,Bengaluru DC,Active
AST19699,ORG00052,SRV-19699,Database 19699,Database,High,Production,Pune DC,Active
AST19700,ORG00107,SRV-19700,Server 19700,Server,Low,Production,Pune DC,Active
AST19701,ORG00842,SRV-19701,Firewall 19701,Firewall,Critical,Development,Delhi DC,Active
AST19702,ORG00709,SRV-19702,Workstation 19702,Workstation,Low,Development,Mumbai DC,Active
AST19703,ORG00879,SRV-19703,Cloud Instance 19703,Cloud Instance,High,Staging,Mumbai DC,Inactive
AST19704,ORG00934,SRV-19704,Application 19704,Application,High,Production,Mumbai DC,Active
AST19705,ORG00442,SRV-19705,Firewall 19705,Firewall,Critical,Staging,Mumbai DC,Active
AST19706,ORG00302,SRV-19706,Server 19706,Server,Low,Production,Mumbai DC,Maintenance
AST19707,ORG00652,SRV-19707,Cloud Instance 19707,Cloud Instance,High,Staging,Delhi DC,Active
AST19708,ORG00511,SRV-19708,Server 19708,Server,High,Staging,Pune DC,Active
AST19709,ORG00588,SRV-19709,Server 19709,Server,High,Staging,Delhi DC,Inactive
AST19710,ORG00024,SRV-19710,Firewall 19710,Firewall,Medium,Staging,Mumbai DC,Active
AST19711,ORG00358,SRV-19711,Database 19711,Database,High,Production,Delhi DC,Active
AST19712,ORG00747,SRV-19712,Network Device 19712,Network Device,High,Staging,Pune DC,Active
AST19713,ORG00892,SRV-19713,Cloud Instance 19713,Cloud Instance,Medium,Staging,Delhi DC,Active
AST19714,ORG00880,SRV-19714,Workstation 19714,Workstation,High,Development,Pune DC,Active
AST19715,ORG00208,SRV-19715,Firewall 19715,Firewall,Medium,Development,Bengaluru DC,Active
AST19716,ORG00474,SRV-19716,Application 19716,Application,Critical,Development,Mumbai DC,Active
AST19717,ORG00023,SRV-19717,Application 19717,Application,Medium,Production,Bengaluru DC,Active
AST19718,ORG00857,SRV-19718,Firewall 19718,Firewall,High,Production,Mumbai DC,Active
AST19719,ORG00305,SRV-19719,Application 19719,Application,High,Staging,Bengaluru DC,Active
AST19720,ORG00883,SRV-19720,Cloud Instance 19720,Cloud Instance,Medium,Staging,Hyderabad DC,Active
AST19721,ORG00700,SRV-19721,Application 19721,Application,High,Development,Pune DC,Active
AST19722,ORG00126,SRV-19722,Server 19722,Server,Medium,Production,Mumbai DC,Active
AST19723,ORG00241,SRV-19723,Cloud Instance 19723,Cloud Instance,Medium,Development,Pune DC,Active
AST19724,ORG00247,SRV-19724,Cloud Instance 19724,Cloud Instance,Medium,Development,Delhi DC,Active
AST19725,ORG00671,SRV-19725,Firewall 19725,Firewall,Critical,Production,Bengaluru DC,Active
AST19726,ORG00615,SRV-19726,Network Device 19726,Network Device,High,Staging,Bengaluru DC,Active
AST19727,ORG00576,SRV-19727,Domain Controller 19727,Domain Controller,Critical,Development,Pune DC,Active
AST19728,ORG00287,SRV-19728,Domain Controller 19728,Domain Controller,Low,Staging,Hyderabad DC,Active
AST19729,ORG00027,SRV-19729,Server 19729,Server,Medium,Development,Hyderabad DC,Inactive
AST19730,ORG00622,SRV-19730,Firewall 19730,Firewall,Medium,Staging,Hyderabad DC,Active
