investigation_id,alert_id,analyst_id,started_at,completed_at,duration_minutes,actions_performed,queries_executed,evidence_reviewed,investigation_notes,findings,escalation_decision
INV22611,ALT22611,AN21334,2026-08-12 07:21:49,2026-08-12 08:46:49,85,"Correlated SIEM, firewall and endpoint telemetry",3,Yes,Reviewed authentication logs and source IP.,Benign activity,Yes
INV22612,ALT22612,AN19022,2026-09-01 23:49:48,2026-09-01 23:59:48,10,"Correlated SIEM, firewall and endpoint telemetry",9,Yes,Investigated user activity and historical baseline.,Benign activity,Yes
INV22613,ALT22613,AN21236,2026-08-03 01:19:57,2026-08-03 01:37:57,18,Checked threat intelligence and historical activity,5,No,Validated detection against SIEM and endpoint evidence.,Suspicious activity confirmed,Yes
INV22614,ALT22614,AN10365,2026-08-12 19:09:01,2026-08-12 20:16:01,67,Reviewed endpoint logs; analyzed process tree,8,Yes,Reviewed authentication logs and source IP.,Benign activity,Yes
INV22615,ALT22615,AN07515,2026-08-01 17:52:15,2026-08-01 18:14:15,22,"Correlated SIEM, firewall and endpoint telemetry",7,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,No
INV22616,ALT22616,AN15179,2026-08-19 20:30:32,2026-08-19 20:37:32,7,Checked threat intelligence and historical activity,9,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,No
INV22617,ALT22617,AN08907,2026-08-22 09:04:28,2026-08-22 09:32:28,28,"Correlated SIEM, firewall and endpoint telemetry",2,No,Checked endpoint telemetry and correlated network events.,Likely false positive,No
INV22618,ALT22618,AN21631,2026-08-14 02:45:29,2026-08-14 03:57:29,72,"Correlated SIEM, firewall and endpoint telemetry",11,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,Yes
INV22619,ALT22619,AN22238,2026-08-11 21:15:11,2026-08-11 22:13:11,58,"Correlated SIEM, firewall and endpoint telemetry",2,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,No
INV22620,ALT22620,AN05375,2026-08-01 01:22:27,2026-08-01 01:44:27,22,"Correlated SIEM, firewall and endpoint telemetry",10,No,Checked endpoint telemetry and correlated network events.,Likely false positive,Yes
INV22621,ALT22621,AN23327,2026-08-01 10:07:54,2026-08-01 10:46:54,39,Reviewed authentication logs; checked source IP,6,No,Investigated user activity and historical baseline.,Benign activity,No
INV22622,ALT22622,AN11042,2026-08-28 14:35:54,2026-08-28 15:29:54,54,Reviewed endpoint logs; analyzed process tree,10,No,Investigated user activity and historical baseline.,Benign activity,No
INV22623,ALT22623,AN19036,2026-09-07 21:15:18,2026-09-07 21:33:18,18,"Correlated SIEM, firewall and endpoint telemetry",3,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV22624,ALT22624,AN24440,2026-08-17 04:53:20,2026-08-17 05:27:20,34,Reviewed endpoint logs; analyzed process tree,4,Yes,Investigated user activity and historical baseline.,Likely false positive,No
INV22625,ALT22625,AN23873,2026-08-16 00:21:58,2026-08-16 00:35:58,14,"Correlated SIEM, firewall and endpoint telemetry",9,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,No
INV22626,ALT22626,AN02224,2026-08-04 23:13:10,2026-08-04 23:37:10,24,"Correlated SIEM, firewall and endpoint telemetry",8,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,No
INV22627,ALT22627,AN01490,2026-09-03 12:00:10,2026-09-03 12:56:10,56,Reviewed endpoint logs; analyzed process tree,5,Yes,Investigated user activity and historical baseline.,Benign activity,Yes
INV22628,ALT22628,AN04125,2026-08-02 12:51:16,2026-08-02 13:18:16,27,"Correlated SIEM, firewall and endpoint telemetry",6,Yes,Validated detection against SIEM and endpoint evidence.,Suspicious activity confirmed,No
INV22629,ALT22629,AN21436,2026-09-08 01:38:05,2026-09-08 02:19:05,41,Reviewed authentication logs; checked source IP,2,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV22630,ALT22630,AN05261,2026-09-09 10:26:21,2026-09-09 11:03:21,37,Reviewed authentication logs; checked source IP,12,No,Validated detection against SIEM and endpoint evidence.,Benign activity,No
INV22631,ALT22631,AN22117,2026-08-07 13:12:33,2026-08-07 13:22:33,10,Checked threat intelligence and historical activity,5,Yes,Reviewed authentication logs and source IP.,Benign activity,Yes
INV22632,ALT22632,AN22223,2026-08-24 07:31:58,2026-08-24 08:16:58,45,"Correlated SIEM, firewall and endpoint telemetry",10,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,No
INV22633,ALT22633,AN10489,2026-08-19 16:26:59,2026-08-19 16:30:59,4,Reviewed endpoint logs; analyzed process tree,12,Yes,Investigated user activity and historical baseline.,Potential compromise identified,No
INV22634,ALT22634,AN18758,2026-08-21 15:11:34,2026-08-21 16:10:34,59,Checked threat intelligence and historical activity,6,Yes,Investigated user activity and historical baseline.,Likely false positive,Yes
INV22635,ALT22635,AN02391,2026-09-01 19:17:11,2026-09-01 19:47:11,30,"Correlated SIEM, firewall and endpoint telemetry",11,No,Reviewed authentication logs and source IP.,Likely false positive,No
INV22636,ALT22636,AN09073,2026-08-18 14:00:47,2026-08-18 14:52:47,52,Reviewed endpoint logs; analyzed process tree,5,Yes,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,No
INV22637,ALT22637,AN20432,2026-08-19 08:46:42,2026-08-19 09:15:42,29,Reviewed endpoint logs; analyzed process tree,3,Yes,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV22638,ALT22638,AN23429,2026-08-16 04:59:34,2026-08-16 05:14:34,15,"Correlated SIEM, firewall and endpoint telemetry",9,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,No
INV22639,ALT22639,AN10029,2026-08-02 01:38:29,2026-08-02 01:55:29,17,"Correlated SIEM, firewall and endpoint telemetry",10,Yes,Investigated user activity and historical baseline.,Potential compromise identified,No
INV22640,ALT22640,AN08742,2026-09-04 02:31:59,2026-09-04 02:44:59,13,Reviewed authentication logs; checked source IP,11,No,Validated detection against SIEM and endpoint evidence.,Likely false positive,Yes
INV22641,ALT22641,AN19038,2026-08-25 18:40:16,2026-08-25 18:53:16,13,Checked threat intelligence and historical activity,4,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV22642,ALT22642,AN18148,2026-08-10 00:02:31,2026-08-10 00:16:31,14,Checked threat intelligence and historical activity,2,Yes,Reviewed authentication logs and source IP.,Potential compromise identified,Yes
INV22643,ALT22643,AN08348,2026-08-16 04:30:16,2026-08-16 05:34:16,64,"Correlated SIEM, firewall and endpoint telemetry",12,Yes,Reviewed authentication logs and source IP.,Benign activity,Yes
INV22644,ALT22644,AN23834,2026-08-13 13:14:13,2026-08-13 14:16:13,62,Reviewed authentication logs; checked source IP,6,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,Yes
INV22645,ALT22645,AN11056,2026-09-02 19:04:56,2026-09-02 20:10:56,66,Checked threat intelligence and historical activity,2,No,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,No
INV22646,ALT22646,AN17340,2026-08-25 09:12:42,2026-08-25 10:07:42,55,Checked threat intelligence and historical activity,9,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV22647,ALT22647,AN06168,2026-08-16 16:58:00,2026-08-16 17:40:00,42,Checked threat intelligence and historical activity,2,Yes,Reviewed authentication logs and source IP.,Benign activity,Yes
INV22648,ALT22648,AN24101,2026-08-13 12:03:05,2026-08-13 12:51:05,48,Reviewed endpoint logs; analyzed process tree,6,No,Reviewed authentication logs and source IP.,Suspicious activity confirmed,Yes
INV22649,ALT22649,AN09011,2026-08-25 18:14:37,2026-08-25 18:21:37,7,Checked threat intelligence and historical activity,7,Yes,Reviewed authentication logs and source IP.,Benign activity,No
INV22650,ALT22650,AN19675,2026-08-27 19:05:15,2026-08-27 19:23:15,18,"Correlated SIEM, firewall and endpoint telemetry",3,Yes,Checked endpoint telemetry and correlated network events.,Benign activity,Yes
INV22651,ALT22651,AN19281,2026-09-04 01:19:48,2026-09-04 02:04:48,45,Checked threat intelligence and historical activity,11,No,Checked endpoint telemetry and correlated network events.,Likely false positive,No
INV22652,ALT22652,AN21926,2026-08-22 04:50:06,2026-08-22 05:04:06,14,Checked threat intelligence and historical activity,8,Yes,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,No
INV22653,ALT22653,AN00187,2026-08-17 09:21:45,2026-08-17 09:38:45,17,"Correlated SIEM, firewall and endpoint telemetry",5,No,Validated detection against SIEM and endpoint evidence.,Suspicious activity confirmed,Yes
INV22654,ALT22654,AN12906,2026-08-17 14:13:22,2026-08-17 14:41:22,28,Checked threat intelligence and historical activity,11,Yes,Checked endpoint telemetry and correlated network events.,Benign activity,Yes
INV22655,ALT22655,AN13711,2026-08-22 13:03:12,2026-08-22 13:26:12,23,Reviewed endpoint logs; analyzed process tree,10,Yes,Reviewed authentication logs and source IP.,Benign activity,No
INV22656,ALT22656,AN11560,2026-08-24 10:11:58,2026-08-24 10:35:58,24,Checked threat intelligence and historical activity,10,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,No
INV22657,ALT22657,AN21756,2026-09-01 23:50:43,2026-09-02 01:12:43,82,Reviewed authentication logs; checked source IP,6,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,No
INV22658,ALT22658,AN19693,2026-09-05 02:15:27,2026-09-05 02:52:27,37,Checked threat intelligence and historical activity,5,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,Yes
INV22659,ALT22659,AN11372,2026-08-10 03:34:45,2026-08-10 04:18:45,44,Reviewed authentication logs; checked source IP,11,Yes,Checked endpoint telemetry and correlated network events.,Benign activity,No
INV22660,ALT22660,AN02436,2026-08-23 18:17:54,2026-08-23 19:19:54,62,Reviewed authentication logs; checked source IP,10,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,Yes
INV22661,ALT22661,AN03853,2026-08-11 20:46:27,2026-08-11 21:00:27,14,"Correlated SIEM, firewall and endpoint telemetry",10,No,Reviewed authentication logs and source IP.,Potential compromise identified,Yes
INV22662,ALT22662,AN18292,2026-09-07 04:19:18,2026-09-07 05:28:18,69,Reviewed authentication logs; checked source IP,12,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,No
INV22663,ALT22663,AN04186,2026-09-08 17:38:37,2026-09-08 18:19:37,41,Reviewed endpoint logs; analyzed process tree,8,Yes,Validated detection against SIEM and endpoint evidence.,Suspicious activity confirmed,No
INV22664,ALT22664,AN02580,2026-08-20 03:24:14,2026-08-20 03:33:14,9,"Correlated SIEM, firewall and endpoint telemetry",4,Yes,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV22665,ALT22665,AN06225,2026-08-21 00:25:54,2026-08-21 00:36:54,11,Reviewed authentication logs; checked source IP,11,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV22666,ALT22666,AN13370,2026-08-30 18:26:52,2026-08-30 19:50:52,84,Reviewed authentication logs; checked source IP,8,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV22667,ALT22667,AN08296,2026-08-20 22:28:48,2026-08-20 23:15:48,47,Checked threat intelligence and historical activity,3,No,Validated detection against SIEM and endpoint evidence.,Likely false positive,Yes
INV22668,ALT22668,AN23763,2026-08-15 15:42:28,2026-08-15 16:20:28,38,"Correlated SIEM, firewall and endpoint telemetry",5,Yes,Reviewed authentication logs and source IP.,Likely false positive,No
INV22669,ALT22669,AN12703,2026-09-01 14:41:38,2026-09-01 14:58:38,17,Checked threat intelligence and historical activity,5,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV22670,ALT22670,AN03997,2026-09-06 05:00:44,2026-09-06 05:28:44,28,Reviewed endpoint logs; analyzed process tree,11,No,Reviewed authentication logs and source IP.,Benign activity,Yes
INV22671,ALT22671,AN01558,2026-08-03 15:43:50,2026-08-03 16:16:50,33,Reviewed endpoint logs; analyzed process tree,5,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,Yes
INV22672,ALT22672,AN15689,2026-08-29 13:35:15,2026-08-29 15:11:15,96,"Correlated SIEM, firewall and endpoint telemetry",9,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV22673,ALT22673,AN20600,2026-08-27 01:44:28,2026-08-27 03:36:28,112,Reviewed endpoint logs; analyzed process tree,2,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,Yes
INV22674,ALT22674,AN17089,2026-08-01 21:52:23,2026-08-01 22:58:23,66,Checked threat intelligence and historical activity,5,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,No
INV22675,ALT22675,AN12498,2026-08-26 08:15:04,2026-08-26 09:19:04,64,"Correlated SIEM, firewall and endpoint telemetry",8,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,No
INV22676,ALT22676,AN24743,2026-08-05 09:18:35,2026-08-05 09:35:35,17,"Correlated SIEM, firewall and endpoint telemetry",4,Yes,Reviewed authentication logs and source IP.,Likely false positive,Yes
INV22677,ALT22677,AN00188,2026-09-04 06:15:34,2026-09-04 08:14:34,119,Checked threat intelligence and historical activity,10,Yes,Reviewed authentication logs and source IP.,Potential compromise identified,Yes
INV22678,ALT22678,AN24922,2026-09-02 23:07:58,2026-09-02 23:21:58,14,Reviewed endpoint logs; analyzed process tree,8,No,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,No
INV22679,ALT22679,AN10416,2026-08-02 00:44:23,2026-08-02 00:57:23,13,Checked threat intelligence and historical activity,12,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,No
INV22680,ALT22680,AN16806,2026-08-10 05:24:57,2026-08-10 05:44:57,20,Reviewed authentication logs; checked source IP,9,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,Yes
INV22681,ALT22681,AN09974,2026-08-30 01:42:50,2026-08-30 01:58:50,16,Reviewed endpoint logs; analyzed process tree,3,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,No
INV22682,ALT22682,AN04591,2026-08-05 11:58:25,2026-08-05 13:40:25,102,Reviewed endpoint logs; analyzed process tree,2,Yes,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,Yes
INV22683,ALT22683,AN15828,2026-08-12 08:08:05,2026-08-12 08:13:05,5,Checked threat intelligence and historical activity,4,Yes,Reviewed authentication logs and source IP.,Potential compromise identified,Yes
INV22684,ALT22684,AN16310,2026-08-28 17:04:22,2026-08-28 17:44:22,40,"Correlated SIEM, firewall and endpoint telemetry",3,No,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV22685,ALT22685,AN00059,2026-08-10 15:04:47,2026-08-10 15:30:47,26,Checked threat intelligence and historical activity,3,No,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV22686,ALT22686,AN08508,2026-08-24 23:56:34,2026-08-25 00:10:34,14,Checked threat intelligence and historical activity,3,Yes,Investigated user activity and historical baseline.,Likely false positive,No
INV22687,ALT22687,AN15024,2026-09-05 22:35:05,2026-09-05 22:50:05,15,Checked threat intelligence and historical activity,5,Yes,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV22688,ALT22688,AN12777,2026-08-10 10:14:21,2026-08-10 10:31:21,17,Reviewed authentication logs; checked source IP,8,Yes,Reviewed authentication logs and source IP.,Likely false positive,No
